O*NET-SOC 2006 Code,O*NET-SOC 2006 Title,O*NET-SOC 2009 Code,O*NET-SOC 2009 Title
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
39-5091.00,"Makeup Artists, Theatrical and Performance",39-5091.00,"Makeup Artists, Theatrical and Performance"
39-5092.00,Manicurists and Pedicurists,39-5092.00,Manicurists and Pedicurists
39-5093.00,Shampooers,39-5093.00,Shampooers
39-5094.00,Skin Care Specialists,39-5094.00,Skin Care Specialists
39-6011.00,Baggage Porters and Bellhops,39-6011.00,Baggage Porters and Bellhops
39-6012.00,Concierges,39-6012.00,Concierges
39-6021.00,Tour Guides and Escorts,39-6021.00,Tour Guides and Escorts
39-6022.00,Travel Guides,39-6022.00,Travel Guides
39-6031.00,Flight Attendants,39-6031.00,Flight Attendants
39-6032.00,"Transportation Attendants, Except Flight Attendants and Baggage Porters",39-6032.00,"Transportation Attendants, Except Flight Attendants and Baggage Porters"
39-9011.00,Child Care Workers,39-9011.00,Child Care Workers
39-9011.01,Nannies,39-9011.01,Nannies
39-9021.00,Personal and Home Care Aides,39-9021.00,Personal and Home Care Aides
39-9031.00,Fitness Trainers and Aerobics Instructors,39-9031.00,Fitness Trainers and Aerobics Instructors
39-9032.00,Recreation Workers,39-9032.00,Recreation Workers
39-9041.00,Residential Advisors,39-9041.00,Residential Advisors
39-9099.99,"Personal Care and Service Workers, All Other",39-9099.00,"Personal Care and Service Workers, All Other"
41-1011.00,First-Line Supervisors/Managers of Retail Sales Workers,41-1011.00,First-Line Supervisors/Managers of Retail Sales Workers
41-1012.00,First-Line Supervisors/Managers of Non-Retail Sales Workers,41-1012.00,First-Line Supervisors/Managers of Non-Retail Sales Workers
41-2011.00,Cashiers,41-2011.00,Cashiers
41-2012.00,Gaming Change Persons and Booth Cashiers,41-2012.00,Gaming Change Persons and Booth Cashiers
41-2021.00,Counter and Rental Clerks,41-2021.00,Counter and Rental Clerks
41-2022.00,Parts Salespersons,41-2022.00,Parts Salespersons
41-2031.00,Retail Salespersons,41-2031.00,Retail Salespersons
41-3011.00,Advertising Sales Agents,41-3011.00,Advertising Sales Agents
41-3021.00,Insurance Sales Agents,41-3021.00,Insurance Sales Agents
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",41-3031.00,"Securities, Commodities, and Financial Services Sales Agents"
41-3031.01,"Sales Agents, Securities and Commodities",41-3031.01,"Sales Agents, Securities and Commodities"
41-3031.02,"Sales Agents, Financial Services",41-3031.02,"Sales Agents, Financial Services"
41-3041.00,Travel Agents,41-3041.00,Travel Agents
41-3099.99,"Sales Representatives, Services, All Other",41-3099.00,"Sales Representatives, Services, All Other"
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
41-9011.00,Demonstrators and Product Promoters,41-9011.00,Demonstrators and Product Promoters
41-9012.00,Models,41-9012.00,Models
41-9021.00,Real Estate Brokers,41-9021.00,Real Estate Brokers
41-9022.00,Real Estate Sales Agents,41-9022.00,Real Estate Sales Agents
41-9031.00,Sales Engineers,41-9031.00,Sales Engineers
41-9041.00,Telemarketers,41-9041.00,Telemarketers
41-9091.00,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",41-9091.00,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers"
41-9099.99,"Sales and Related Workers, All Other",41-9099.00,"Sales and Related Workers, All Other"
43-1011.00,First-Line Supervisors/Managers of Office and Administrative Support Workers,43-1011.00,First-Line Supervisors/Managers of Office and Administrative Support Workers
43-2011.00,"Switchboard Operators, Including Answering Service",43-2011.00,"Switchboard Operators, Including Answering Service"
43-2021.00,Telephone Operators,43-2021.00,Telephone Operators
43-2099.99,"Communications Equipment Operators, All Other",43-2099.00,"Communications Equipment Operators, All Other"
43-3011.00,Bill and Account Collectors,43-3011.00,Bill and Account Collectors
43-3021.00,Billing and Posting Clerks and Machine Operators,43-3021.00,Billing and Posting Clerks and Machine Operators
43-3021.01,Statement Clerks,43-3021.01,Statement Clerks
43-3021.02,"Billing, Cost, and Rate Clerks",43-3021.02,"Billing, Cost, and Rate Clerks"
43-3021.03,"Billing, Posting, and Calculating Machine Operators",43-3021.03,"Billing, Posting, and Calculating Machine Operators"
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks"
43-3041.00,Gaming Cage Workers,43-3041.00,Gaming Cage Workers
43-3051.00,Payroll and Timekeeping Clerks,43-3051.00,Payroll and Timekeeping Clerks
43-3061.00,Procurement Clerks,43-3061.00,Procurement Clerks
43-3071.00,Tellers,43-3071.00,Tellers
43-4011.00,Brokerage Clerks,43-4011.00,Brokerage Clerks
43-4021.00,Correspondence Clerks,43-4021.00,Correspondence Clerks
43-4031.00,"Court, Municipal, and License Clerks",43-4031.00,"Court, Municipal, and License Clerks"
43-4031.01,Court Clerks,43-4031.01,Court Clerks
43-4031.02,Municipal Clerks,43-4031.02,Municipal Clerks
43-4031.03,License Clerks,43-4031.03,License Clerks
43-4041.00,"Credit Authorizers, Checkers, and Clerks",43-4041.00,"Credit Authorizers, Checkers, and Clerks"
43-4041.01,Credit Authorizers,43-4041.01,Credit Authorizers
43-4041.02,Credit Checkers,43-4041.02,Credit Checkers
43-4051.00,Customer Service Representatives,43-4051.00,Customer Service Representatives
43-4061.00,"Eligibility Interviewers, Government Programs",43-4061.00,"Eligibility Interviewers, Government Programs"
43-4071.00,File Clerks,43-4071.00,File Clerks
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
43-4111.00,"Interviewers, Except Eligibility and Loan",43-4111.00,"Interviewers, Except Eligibility and Loan"
43-4121.00,"Library Assistants, Clerical",43-4121.00,"Library Assistants, Clerical"
43-4131.00,Loan Interviewers and Clerks,43-4131.00,Loan Interviewers and Clerks
43-4141.00,New Accounts Clerks,43-4141.00,New Accounts Clerks
43-4151.00,Order Clerks,43-4151.00,Order Clerks
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4171.00,Receptionists and Information Clerks,43-4171.00,Receptionists and Information Clerks
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
43-4199.99,"Information and Record Clerks, All Other",43-4199.00,"Information and Record Clerks, All Other"
43-5011.00,Cargo and Freight Agents,43-5011.00,Cargo and Freight Agents
43-5021.00,Couriers and Messengers,43-5021.00,Couriers and Messengers
43-5031.00,"Police, Fire, and Ambulance Dispatchers",43-5031.00,"Police, Fire, and Ambulance Dispatchers"
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance"
43-5041.00,"Meter Readers, Utilities",43-5041.00,"Meter Readers, Utilities"
43-5051.00,Postal Service Clerks,43-5051.00,Postal Service Clerks
43-5052.00,Postal Service Mail Carriers,43-5052.00,Postal Service Mail Carriers
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
43-5061.00,"Production, Planning, and Expediting Clerks",43-5061.00,"Production, Planning, and Expediting Clerks"
43-5071.00,"Shipping, Receiving, and Traffic Clerks",43-5071.00,"Shipping, Receiving, and Traffic Clerks"
43-5081.00,Stock Clerks and Order Fillers,43-5081.00,Stock Clerks and Order Fillers
43-5081.01,"Stock Clerks, Sales Floor",43-5081.01,"Stock Clerks, Sales Floor"
43-5081.02,Marking Clerks,43-5081.02,Marking Clerks
43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard"
43-5081.04,"Order Fillers, Wholesale and Retail Sales",43-5081.04,"Order Fillers, Wholesale and Retail Sales"
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
43-6011.00,Executive Secretaries and Administrative Assistants,43-6011.00,Executive Secretaries and Administrative Assistants
43-6012.00,Legal Secretaries,43-6012.00,Legal Secretaries
43-6013.00,Medical Secretaries,43-6013.00,Medical Secretaries
43-6014.00,"Secretaries, Except Legal, Medical, and Executive",43-6014.00,"Secretaries, Except Legal, Medical, and Executive"
43-9011.00,Computer Operators,43-9011.00,Computer Operators
43-9021.00,Data Entry Keyers,43-9021.00,Data Entry Keyers
43-9022.00,Word Processors and Typists,43-9022.00,Word Processors and Typists
43-9031.00,Desktop Publishers,43-9031.00,Desktop Publishers
43-9041.00,Insurance Claims and Policy Processing Clerks,43-9041.00,Insurance Claims and Policy Processing Clerks
43-9041.01,Insurance Claims Clerks,43-9041.01,Insurance Claims Clerks
43-9041.02,Insurance Policy Processing Clerks,43-9041.02,Insurance Policy Processing Clerks
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
43-9061.00,"Office Clerks, General",43-9061.00,"Office Clerks, General"
43-9071.00,"Office Machine Operators, Except Computer",43-9071.00,"Office Machine Operators, Except Computer"
43-9081.00,Proofreaders and Copy Markers,43-9081.00,Proofreaders and Copy Markers
43-9111.00,Statistical Assistants,43-9111.00,Statistical Assistants
43-9199.99,"Office and Administrative Support Workers, All Other",43-9199.00,"Office and Administrative Support Workers, All Other"
45-1011.00,"First-Line Supervisors/Managers of Farming, Fishing, and Forestry Workers",45-1011.00,"First-Line Supervisors/Managers of Farming, Fishing, and Forestry Workers"
45-1011.05,First-Line Supervisors/Managers of Logging Workers,45-1011.05,First-Line Supervisors/Managers of Logging Workers
45-1011.06,First-Line Supervisors/Managers of Aquacultural Workers,45-1011.06,First-Line Supervisors/Managers of Aquacultural Workers
45-1011.07,First-Line Supervisors/Managers of Agricultural Crop and Horticultural Workers,45-1011.07,First-Line Supervisors/Managers of Agricultural Crop and Horticultural Workers
45-1011.08,First-Line Supervisors/Managers of Animal Husbandry and Animal Care Workers,45-1011.08,First-Line Supervisors/Managers of Animal Husbandry and Animal Care Workers
45-1012.00,Farm Labor Contractors,45-1012.00,Farm Labor Contractors
45-2011.00,Agricultural Inspectors,45-2011.00,Agricultural Inspectors
45-2021.00,Animal Breeders,45-2021.00,Animal Breeders
45-2041.00,"Graders and Sorters, Agricultural Products",45-2041.00,"Graders and Sorters, Agricultural Products"
45-2091.00,Agricultural Equipment Operators,45-2091.00,Agricultural Equipment Operators
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
45-2092.01,Nursery Workers,45-2092.01,Nursery Workers
45-2092.02,"Farmworkers and Laborers, Crop",45-2092.02,"Farmworkers and Laborers, Crop"
45-2093.00,"Farmworkers, Farm and Ranch Animals",45-2093.00,"Farmworkers, Farm and Ranch Animals"
45-2099.99,"Agricultural Workers, All Other",45-2099.00,"Agricultural Workers, All Other"
45-3011.00,Fishers and Related Fishing Workers,45-3011.00,Fishers and Related Fishing Workers
45-3021.00,Hunters and Trappers,45-3021.00,Hunters and Trappers
45-4011.00,Forest and Conservation Workers,45-4011.00,Forest and Conservation Workers
45-4021.00,Fallers,45-4021.00,Fallers
45-4022.00,Logging Equipment Operators,45-4022.00,Logging Equipment Operators
45-4023.00,Log Graders and Scalers,45-4023.00,Log Graders and Scalers
45-4029.99,"Logging Workers, All Other",45-4029.00,"Logging Workers, All Other"
47-1011.00,First-Line Supervisors/Managers of Construction Trades and Extraction Workers,47-1011.00,First-Line Supervisors/Managers of Construction Trades and Extraction Workers
47-2011.00,Boilermakers,47-2011.00,Boilermakers
47-2021.00,Brickmasons and Blockmasons,47-2021.00,Brickmasons and Blockmasons
47-2022.00,Stonemasons,47-2022.00,Stonemasons
47-2031.00,Carpenters,47-2031.00,Carpenters
47-2031.01,Construction Carpenters,47-2031.01,Construction Carpenters
47-2031.02,Rough Carpenters,47-2031.02,Rough Carpenters
47-2041.00,Carpet Installers,47-2041.00,Carpet Installers
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
47-2043.00,Floor Sanders and Finishers,47-2043.00,Floor Sanders and Finishers
47-2044.00,Tile and Marble Setters,47-2044.00,Tile and Marble Setters
47-2051.00,Cement Masons and Concrete Finishers,47-2051.00,Cement Masons and Concrete Finishers
47-2053.00,Terrazzo Workers and Finishers,47-2053.00,Terrazzo Workers and Finishers
47-2061.00,Construction Laborers,47-2061.00,Construction Laborers
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
47-2072.00,Pile-Driver Operators,47-2072.00,Pile-Driver Operators
47-2073.00,Operating Engineers and Other Construction Equipment Operators,47-2073.00,Operating Engineers and Other Construction Equipment Operators
47-2081.00,Drywall and Ceiling Tile Installers,47-2081.00,Drywall and Ceiling Tile Installers
47-2082.00,Tapers,47-2082.00,Tapers
47-2111.00,Electricians,47-2111.00,Electricians
47-2121.00,Glaziers,47-2121.00,Glaziers
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall"
47-2132.00,"Insulation Workers, Mechanical",47-2132.00,"Insulation Workers, Mechanical"
47-2141.00,"Painters, Construction and Maintenance",47-2141.00,"Painters, Construction and Maintenance"
47-2142.00,Paperhangers,47-2142.00,Paperhangers
47-2151.00,Pipelayers,47-2151.00,Pipelayers
47-2152.00,"Plumbers, Pipefitters, and Steamfitters",47-2152.00,"Plumbers, Pipefitters, and Steamfitters"
47-2152.01,Pipe Fitters and Steamfitters,47-2152.01,Pipe Fitters and Steamfitters
47-2152.02,Plumbers,47-2152.02,Plumbers
47-2161.00,Plasterers and Stucco Masons,47-2161.00,Plasterers and Stucco Masons
47-2171.00,Reinforcing Iron and Rebar Workers,47-2171.00,Reinforcing Iron and Rebar Workers
47-2181.00,Roofers,47-2181.00,Roofers
47-2211.00,Sheet Metal Workers,47-2211.00,Sheet Metal Workers
47-2221.00,Structural Iron and Steel Workers,47-2221.00,Structural Iron and Steel Workers
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
47-3012.00,Helpers--Carpenters,47-3012.00,Helpers--Carpenters
47-3013.00,Helpers--Electricians,47-3013.00,Helpers--Electricians
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
47-3016.00,Helpers--Roofers,47-3016.00,Helpers--Roofers
47-3019.99,"Helpers, Construction Trades, All Other",47-3019.00,"Helpers, Construction Trades, All Other"
47-4011.00,Construction and Building Inspectors,47-4011.00,Construction and Building Inspectors
47-4021.00,Elevator Installers and Repairers,47-4021.00,Elevator Installers and Repairers
47-4031.00,Fence Erectors,47-4031.00,Fence Erectors
47-4041.00,Hazardous Materials Removal Workers,47-4041.00,Hazardous Materials Removal Workers
47-4051.00,Highway Maintenance Workers,47-4051.00,Highway Maintenance Workers
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
47-4091.00,Segmental Pavers,47-4091.00,Segmental Pavers
47-4099.99,"Construction and Related Workers, All Other",47-4099.00,"Construction and Related Workers, All Other"
47-5011.00,"Derrick Operators, Oil and Gas",47-5011.00,"Derrick Operators, Oil and Gas"
47-5012.00,"Rotary Drill Operators, Oil and Gas",47-5012.00,"Rotary Drill Operators, Oil and Gas"
47-5013.00,"Service Unit Operators, Oil, Gas, and Mining",47-5013.00,"Service Unit Operators, Oil, Gas, and Mining"
47-5021.00,"Earth Drillers, Except Oil and Gas",47-5021.00,"Earth Drillers, Except Oil and Gas"
47-5031.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",47-5031.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5041.00,Continuous Mining Machine Operators,47-5041.00,Continuous Mining Machine Operators
47-5042.00,Mine Cutting and Channeling Machine Operators,47-5042.00,Mine Cutting and Channeling Machine Operators
47-5049.99,"Mining Machine Operators, All Other",47-5049.00,"Mining Machine Operators, All Other"
47-5051.00,"Rock Splitters, Quarry",47-5051.00,"Rock Splitters, Quarry"
47-5061.00,"Roof Bolters, Mining",47-5061.00,"Roof Bolters, Mining"
47-5071.00,"Roustabouts, Oil and Gas",47-5071.00,"Roustabouts, Oil and Gas"
47-5081.00,Helpers--Extraction Workers,47-5081.00,Helpers--Extraction Workers
47-5099.99,"Extraction Workers, All Other",47-5099.00,"Extraction Workers, All Other"
49-1011.00,"First-Line Supervisors/Managers of Mechanics, Installers, and Repairers",49-1011.00,"First-Line Supervisors/Managers of Mechanics, Installers, and Repairers"
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
49-2021.00,Radio Mechanics,49-2021.00,Radio Mechanics
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
49-2091.00,Avionics Technicians,49-2091.00,Avionics Technicians
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers
49-2098.00,Security and Fire Alarm Systems Installers,49-2098.00,Security and Fire Alarm Systems Installers
49-3011.00,Aircraft Mechanics and Service Technicians,49-3011.00,Aircraft Mechanics and Service Technicians
49-3021.00,Automotive Body and Related Repairers,49-3021.00,Automotive Body and Related Repairers
49-3022.00,Automotive Glass Installers and Repairers,49-3022.00,Automotive Glass Installers and Repairers
49-3023.00,Automotive Service Technicians and Mechanics,49-3023.00,Automotive Service Technicians and Mechanics
49-3023.01,Automotive Master Mechanics,49-3023.01,Automotive Master Mechanics
49-3023.02,Automotive Specialty Technicians,49-3023.02,Automotive Specialty Technicians
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
49-3041.00,Farm Equipment Mechanics,49-3041.00,Farm Equipment Mechanics
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
49-3043.00,Rail Car Repairers,49-3043.00,Rail Car Repairers
49-3051.00,Motorboat Mechanics,49-3051.00,Motorboat Mechanics
49-3052.00,Motorcycle Mechanics,49-3052.00,Motorcycle Mechanics
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics
49-3091.00,Bicycle Repairers,49-3091.00,Bicycle Repairers
49-3092.00,Recreational Vehicle Service Technicians,49-3092.00,Recreational Vehicle Service Technicians
49-3093.00,Tire Repairers and Changers,49-3093.00,Tire Repairers and Changers
49-9011.00,Mechanical Door Repairers,49-9011.00,Mechanical Door Repairers
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
49-9021.01,Heating and Air Conditioning Mechanics and Installers,49-9021.01,Heating and Air Conditioning Mechanics and Installers
49-9021.02,Refrigeration Mechanics and Installers,49-9021.02,Refrigeration Mechanics and Installers
49-9031.00,Home Appliance Repairers,49-9031.00,Home Appliance Repairers
49-9041.00,Industrial Machinery Mechanics,49-9041.00,Industrial Machinery Mechanics
49-9042.00,"Maintenance and Repair Workers, General",49-9042.00,"Maintenance and Repair Workers, General"
49-9043.00,"Maintenance Workers, Machinery",49-9043.00,"Maintenance Workers, Machinery"
49-9044.00,Millwrights,49-9044.00,Millwrights
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
49-9051.00,Electrical Power-Line Installers and Repairers,49-9051.00,Electrical Power-Line Installers and Repairers
